_id,question_dictionary,course_title,course_code,difficulty,q_type,question_point
60a237cf42733bd3c9645476,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.97974721197363
60a237cf42733bd3c9645477,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.053127739549781
60a237cf42733bd3c9645478,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.609246539114025
60a237cf42733bd3c9645479,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,19.764212086924832
60a237cf42733bd3c964547a,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.660893770458397
60a237cf42733bd3c964547b,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.920266089623468
60a237cf42733bd3c964547c,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.09463021724166
60a237cf42733bd3c964547d,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.59971382441802
60a237cf42733bd3c964547e,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.50549509166753
60a237cf42733bd3c964547f,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.39761474260554
60a237cf42733bd3c9645480,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.836006420714575
60a237cf42733bd3c9645481,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.50089007914289
60a237cf42733bd3c9645482,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.147323043845606
60a237cf42733bd3c9645483,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.59858815971369
60a237cf42733bd3c9645484,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.882807441751197
60a237cf42733bd3c9645485,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.58024367542358
60a237cf42733bd3c9645486,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.48139059415684
60a237cf42733bd3c9645487,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.192138600179456
60a237cf42733bd3c9645488,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.290799686606313
60a237cf42733bd3c9645489,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.53224803364486
60a237cf42733bd3c964548a,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.342691167425542
60a237cf42733bd3c964548b,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.13858115075983
60a237cf42733bd3c964548c,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.0595990295788
60a237cf42733bd3c964548d,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.013259184923115
60a237cf42733bd3c964548e,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.66740950517226
60a237cf42733bd3c964548f,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.326976471687605
60a237cf42733bd3c9645490,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.63035392439906
60a237cf42733bd3c9645491,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.87654485426491
60a237cf42733bd3c9645492,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,22.08126152544382
60a237cf42733bd3c9645493,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,32.545092143833386
60a237cf42733bd3c9645494,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,28.26559735083079
60a237cf42733bd3c9645495,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,39.26246134679805
60a237cf42733bd3c9645496,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.28935015768079
60a237cf42733bd3c9645497,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,34.318505374916114
60a237cf42733bd3c9645498,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,38.78358969138765
60a237cf42733bd3c9645499,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,27.185186319340918
60a237cf42733bd3c964549a,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,34.07808485675389
60a237cf42733bd3c964549b,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,33.80237088855833
60a237cf42733bd3c964549c,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,28.473542866993572
60a237cf42733bd3c964549d,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,39.14324237855554
60a237cf42733bd3c964549e,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,25.461353041928163
60a237cf42733bd3c964549f,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,32.27090505193594
60a237cf42733bd3c96454a0,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,26.26889237981568
60a237cf42733bd3c96454a1,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.394670359801598
60a237cf42733bd3c96454a2,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,35.64665228999435
60a237cf42733bd3c96454a3,"{'Question 1:': 'In the incidence matrix, If the kth edge is (vi, vj ) then the kth column has a value ___ in the ith row, ___ in the jth row and ___ elsewhere', 'Question 2:': ' In ___ problem, the profits and weights are positive numbers', 'Question 3:': 'In an undirected graph, the ___ of a vertex v is the number of edges connected to v', 'Question 4:': 'Which technique periodically collects all the deleted space onto the free storage list?', 'Question 5:': 'Given b = 42 and n = 11, Find b mod n', 'Question 6:': ' ___ is preferred for very large arrays in an unsorted state', 'Question 7:': ' What is the full form of MST?', 'Question 8:': ' In a queue, deletions can take place only at one end called ___', 'Question 9:': 'Visiting every node on a level before going to a lower level is called ___', 'Question 10:': ' ___ facilitates traversal in both the forward and backward direction of a linked list', 'Question 11:': ' Directed link between two nodes is known as ___', 'Question 12:': 'MaxMin is a ___ algorithm', 'Question 13:': 'A problem is NP-hard if an algorithm to solve it in (deterministic) polynomial time would make it possible to solve all ___ problems in polynomial time', 'Question 14:': '___ is the process of arranging a collection of items in some specified order', 'Question 15:': 'In the binary the average number of element comparisons for a successful search is ___'}",,swe151,Hard,mcq,44.0
60a237d342733bd3c96454a5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.86041587714487
60a237d342733bd3c96454a6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.369388612324826
60a237d342733bd3c96454a7,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.225825608448673
60a237d342733bd3c96454a8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.104540478159908
60a237d342733bd3c96454a9,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.113388978524014
60a237d342733bd3c96454aa,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.855445633237185
60a237d342733bd3c96454ab,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.6711800315727
60a237d342733bd3c96454ac,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.647171643335575
60a237d342733bd3c96454ad,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.49901477199455
60a237d342733bd3c96454ae,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,39.221475431998975
60a237d342733bd3c96454af,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.95003353398965
60a237d342733bd3c96454b0,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.503583663398672
60a237d342733bd3c96454b1,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.159696092132474
60a237d342733bd3c96454b2,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.3687948513009
60a237d342733bd3c96454b3,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.653378983389924
60a237d342733bd3c96454b4,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.599272339703848
60a237d342733bd3c96454b5,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,30.346920540727453
60a237d342733bd3c96454b6,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,12.649501164582912
60a237d342733bd3c96454b7,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.591563811527408
60a237d342733bd3c96454b8,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.907000959852844
60a237d342733bd3c96454b9,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.13025852019165
60a237d342733bd3c96454ba,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,19.120967754422637
60a237d342733bd3c96454bb,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.310930061860695
60a237d342733bd3c96454bc,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.650151954081583
60a237d342733bd3c96454bd,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.593344834219593
60a237d342733bd3c96454be,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.19850631411467
60a237d342733bd3c96454bf,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.52283317780355
60a237d342733bd3c96454c0,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.351354721792266
60a237d342733bd3c96454c1,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.209821596901172
60a237d342733bd3c96454c2,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.739890105618052
60a237d342733bd3c96454c3,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.00511731278233
60a237d342733bd3c96454c4,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.125045456382765
60a237d342733bd3c96454c5,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.365388277242687
60a237d342733bd3c96454c6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.3257557492659
60a237d342733bd3c96454c7,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.53290105966542
60a237d342733bd3c96454c8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.964147442210532
60a237d342733bd3c96454c9,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,20.298030754273036
60a237d342733bd3c96454ca,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.70494795289629
60a237d342733bd3c96454cb,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.425252152042674
60a237d342733bd3c96454cc,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.963568760354566
60a237d342733bd3c96454cd,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,36.11201679375672
60a237d342733bd3c96454ce,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.210072775201574
60a237d342733bd3c96454cf,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,16.919502330494957
60a237d342733bd3c96454d0,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.810623111519757
60a237d342733bd3c96454d1,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.5126489115726
60a237d342733bd3c96454d2,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.056858096102854
60a237d342733bd3c96454d3,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.94316020080447
60a237d342733bd3c96454d4,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.556864967808327
60a237d342733bd3c96454d5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,19.428720706279258
60a237d342733bd3c96454d6,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,39.76033058410458
60a237d342733bd3c96454d7,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.190331965111554
60a237d342733bd3c96454d8,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.016198223600474
60a237d342733bd3c96454d9,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.66198265306616
60a237d342733bd3c96454da,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.63403793080324
60a237d342733bd3c96454db,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,13.616148304928027
60a237d342733bd3c96454dc,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.32691224649798
60a237d342733bd3c96454dd,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.99224066863946
60a237d342733bd3c96454de,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.450279287114437
60a237d342733bd3c96454df,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.0129089814191
60a237d342733bd3c96454e0,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.697558087059626
60a237d342733bd3c96454e1,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.1367981630456
60a237d342733bd3c96454e2,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,14.874736686518688
60a237d342733bd3c96454e3,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.252668625152317
60a237d342733bd3c96454e4,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.72272224327565
60a237d342733bd3c96454e5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,23.176463971804495
60a237d342733bd3c96454e6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.808299699423912
60a237d342733bd3c96454e7,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.817210235275134
60a237d342733bd3c96454e8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,28.34269453751671
60a237d342733bd3c96454e9,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.892723815944734
60a237d342733bd3c96454ea,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.474686314124778
60a237d342733bd3c96454eb,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.68199023310348
60a237d342733bd3c96454ec,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.098610775214276
60a237d342733bd3c96454ed,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,24.01447437154563
60a237d342733bd3c96454ee,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,39.527570475761664
60a237d342733bd3c96454ef,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.46075186346472
60a237d342733bd3c96454f0,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.827695833815767
60a237d342733bd3c96454f1,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.625049779391706
60a237d342733bd3c96454f2,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.120263369756799
60a237d342733bd3c96454f3,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.155894266685817
60a237d342733bd3c96454f4,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,17.284396105804042
60a237d342733bd3c96454f5,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,18.140267853732837
60a237d342733bd3c96454f6,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,22.9543660941196
60a237d342733bd3c96454f7,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,31.273333444046568
60a237d342733bd3c96454f8,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.62526836829701
60a237d342733bd3c96454f9,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.39710377475605
60a237d342733bd3c96454fa,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,25.473128996863593
60a237d342733bd3c96454fb,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.36972405420191
60a237d342733bd3c96454fc,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,15.688715706936202
60a237d342733bd3c96454fd,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,29.529987168986317
60a237d342733bd3c96454fe,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,27.585409740368807
60a237d342733bd3c96454ff,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,37.746181837006795
60a237d342733bd3c9645500,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,11.310712838815547
60a237d342733bd3c9645501,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,32.82418173506381
60a237d342733bd3c9645502,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,mcq,26.415664143583754
60a237d342733bd3c9645503,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,39.54110668132802
60a237d342733bd3c9645504,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,35.83002765392913
60a237d342733bd3c9645505,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,38.18455427213718
60a237d342733bd3c9645506,{'dummy question': 'dummy'},Data Algorithm,swe151,Hard,mcq,10.228963697851787
60a237d342733bd3c9645507,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,33.42039383146174
60a237d342733bd3c9645508,{'dummy question': 'dummy'},Data Algorithm,swe151,Easy,mcq,34.2507775184105
60a237d342733bd3c9645509,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,22.891609292036307
60a237d342733bd3c964550a,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,39.51358833214928
60a237d342733bd3c964550b,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.27188428106183
60a237d342733bd3c964550c,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,32.40742132697657
60a237d342733bd3c964550d,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,39.11203339600635
60a237d342733bd3c964550e,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,31.759782386754303
60a237d342733bd3c964550f,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,33.31573015804408
60a237d342733bd3c9645510,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,29.14018250989866
60a237d342733bd3c9645511,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,33.45569372555137
60a237d342733bd3c9645512,{'dummy question': 'dummy'},Data Algorithm,swe151,Medium,wrq,28.766146072762393
